No.,장소명,지역명,점포명,카테고리,주소,카테고리,,
857,"황리단길, 국립경주박물관",경주시,전촌용굴,동굴,경북 경주시 감포읍,자연명소,,
858,"황리단길, 국립경주박물관",경주시,보문호,"호수,연못,저수지",경북 경주시 신평동,자연명소,,
859,"황리단길, 국립경주박물관",경주시,토함산,산,경북 경주시 보덕동,자연명소,,
860,"황리단길, 국립경주박물관",경주시,관성솔밭해변,"해수욕장,해변",경북 경주시 양남면,자연명소,,
861,"황리단길, 국립경주박물관",경주시,오류고아라해변,"해수욕장,해변",경북 경주시 감포읍,자연명소,,
862,"황리단길, 국립경주박물관",경주시,경주핑크뮬리,"서식지,군락지",경북 경주시 인왕동,자연명소,,
863,"황리단길, 국립경주박물관",경주시,봉길대왕암해변,"해수욕장,해변",경북 경주시 문무대왕면,자연명소,,
864,"황리단길, 국립경주박물관",경주시,나아해변,"해수욕장,해변",경북 경주시 양남면,자연명소,,
865,"황리단길, 국립경주박물관",경주시,화랑의언덕,자연명소,경북 경주시 산내면,자연명소,,
866,"황리단길, 국립경주박물관",경주시,통일전 은행나무길,자연명소,경북 경주시 남산동,자연명소,,
867,"황리단길, 국립경주박물관",경주시,편백숲내음길,"숲,숲길",경북 경주시 건천읍,자연명소,,
868,"황리단길, 국립경주박물관",경주시,전촌솔밭해변,"해수욕장,해변",경북 경주시 감포읍,자연명소,,
869,"황리단길, 국립경주박물관",경주시,도리마을 은행나무숲,"숲,숲길",경북 경주시 서면,자연명소,,
870,"황리단길, 국립경주박물관",경주시,소금강산,산,경북 경주시 용강동,자연명소,,
871,"황리단길, 국립경주박물관",경주시,토함산 수목경관숲,"숲,숲길",경북 경주시 문무대왕면,자연명소,,
872,"황리단길, 국립경주박물관",경주시,마석산,산,경북 경주시 내남면,자연명소,,
873,"황리단길, 국립경주박물관",경주시,오봉산,산,경북 경주시 서면,자연명소,,
874,"황리단길, 국립경주박물관",경주시,흥무로 벚꽃길,"거리,골목",경북 경주시 충효동,자연명소,,
875,"황리단길, 국립경주박물관",경주시,상계폭포,폭포,경북 경주시 양남면,자연명소,,
876,"황리단길, 국립경주박물관",경주시,낭산,산,경북 경주시 보문동,자연명소,,
877,"황리단길, 국립경주박물관",경주시,만불산,산,경북 경주시 서면,자연명소,,
878,"황리단길, 국립경주박물관",경주시,토함지,"저수지,제",경북 경주시 마동,자연명소,,
879,"황리단길, 국립경주박물관",경주시,무장봉,"봉우리,고지",경북 경주시 암곡동,자연명소,,
880,"황리단길, 국립경주박물관",경주시,영지,"저수지,제",경북 경주시 외동읍,자연명소,,
881,"황리단길, 국립경주박물관",경주시,하동저수지,"저수지,제",경북 경주시 하동,자연명소,,
882,"황리단길, 국립경주박물관",경주시,옥녀봉,"봉우리,고지",경북 경주시 충효동,자연명소,,
883,"황리단길, 국립경주박물관",경주시,금오봉,"봉우리,고지",경북 경주시 배동,자연명소,,
884,"황리단길, 국립경주박물관",경주시,서출지,"저수지,제",경북 경주시 남산동,자연명소,,
885,"황리단길, 국립경주박물관",경주시,놋점들,"들,평야",경북 경주시 황남동,자연명소,,
886,"황리단길, 국립경주박물관",경주시,화곡저수지,"저수지,제",경북 경주시 내남면,자연명소,,
887,"황리단길, 국립경주박물관",경주시,덕동호,호수,경북 경주시 덕동,자연명소,,
888,"황리단길, 국립경주박물관",경주시,성지저수지,"저수지,제",경북 경주시 천북면,자연명소,,
889,"황리단길, 국립경주박물관",경주시,용연폭포,폭포,경북 경주시 문무대왕면,자연명소,,
890,"황리단길, 국립경주박물관",경주시,포석정지,"저수지,제",경북 경주시 배동,자연명소,,
891,"황리단길, 국립경주박물관",경주시,형산강,하천,경북 경주시 황성동,자연명소,,
892,"황리단길, 국립경주박물관",경주시,산내면청룡폭포,폭포,경북 경주시 산내면,자연명소,,
893,"황리단길, 국립경주박물관",경주시,하곡지,"저수지,제",경북 경주시 안강읍,자연명소,,
894,"황리단길, 국립경주박물관",경주시,안계저수지,"저수지,제",경북 경주시 강동면,자연명소,,
895,"황리단길, 국립경주박물관",경주시,송선저수지,"저수지,제",경북 경주시 건천읍,자연명소,,
896,"황리단길, 국립경주박물관",경주시,부운못,"저수지,제",경북 경주시 서면,자연명소,,
897,"황리단길, 국립경주박물관",경주시,고위봉,"봉우리,고지",경북 경주시 내남면,자연명소,,
898,"황리단길, 국립경주박물관",경주시,밀이저수지,"저수지,제",경북 경주시 건천읍,자연명소,,
899,"황리단길, 국립경주박물관",경주시,수의지,"저수지,제",경북 경주시 산내면,자연명소,,
900,"황리단길, 국립경주박물관",경주시,상계저수지,"저수지,제",경북 경주시 양남면,자연명소,,
901,"황리단길, 국립경주박물관",경주시,산대저수지,"저수지,제",경북 경주시 안강읍,자연명소,,
902,"황리단길, 국립경주박물관",경주시,두산지,"저수지,제",경북 경주시 외동읍,자연명소,,
903,"황리단길, 국립경주박물관",경주시,대현지,"저수지,제",경북 경주시 산내면,자연명소,,
904,"황리단길, 국립경주박물관",경주시,화산곡지,"저수지,제",경북 경주시 안강읍,자연명소,,
905,"황리단길, 국립경주박물관",경주시,하동지,"저수지,제",경북 경주시 내남면,자연명소,,
906,"황리단길, 국립경주박물관",경주시,가척지,"저수지,제",경북 경주시 건천읍,자연명소,,
907,"황리단길, 국립경주박물관",경주시,장천지,"저수지,제",경북 경주시 건천읍,자연명소,,
908,"황리단길, 국립경주박물관",경주시,경주 버드파크,동물원,경북 경주시 북군동,테마파크,,
909,"황리단길, 국립경주박물관",경주시,경주동궁원,"식물원,수목원",경북 경주시 북군동,테마파크,,
910,"황리단길, 국립경주박물관",경주시,주렁주렁 동물원 경주점,동물원,경북 경주시 천군동,테마파크,,
911,"황리단길, 국립경주박물관",경주시,키즈베리딸기체험장,"관광농원,팜스테이",경북 경주시 서악동,테마파크,,
912,"황리단길, 국립경주박물관",경주시,강동 워터파크,워터파크,경북 경주시 천군동,테마파크,,
913,"황리단길, 국립경주박물관",경주시,키즈팜막내농부,"관광농원,팜스테이",경북 경주시 천북면,테마파크,,
914,"황리단길, 국립경주박물관",경주시,경주월드캘리포니아비치,워터파크,경북 경주시 천군동,테마파크,,
915,"황리단길, 국립경주박물관",경주시,드림농원,"관광농원,팜스테이",경북 경주시 문무대왕면,테마파크,,
916,"황리단길, 국립경주박물관",경주시,한화리조트 경주뽀로로아쿠아빌리지,워터파크,경북 경주시 북군동,테마파크,,
917,"황리단길, 국립경주박물관",경주시,월성원자력본부홍보관,"체험,홍보관",경북 경주시 양남면,테마파크,,
918,"황리단길, 국립경주박물관",경주시,꿈자람농원,"관광농원,팜스테이",경북 경주시 천북면,테마파크,,
919,"황리단길, 국립경주박물관",경주시,한수원 홍보관,"체험,홍보관",경북 경주시 문무대왕면,테마파크,,
920,"황리단길, 국립경주박물관",경주시,한우리팜,"관광농원,팜스테이",경북 경주시 내남면,테마파크,,
921,"황리단길, 국립경주박물관",경주시,경주허브랜드식물원,"식물원,수목원",경북 경주시 문무대왕면,테마파크,,
922,"황리단길, 국립경주박물관",경주시,허씨팜,"관광농원,팜스테이",경북 경주시 안강읍,테마파크,,
923,"황리단길, 국립경주박물관",경주시,살롱헤리티지,"체험,홍보관",경북 경주시 천군동,테마파크,,
924,"황리단길, 국립경주박물관",경주시,한수원기업홍보관SSNC,"체험,홍보관",경북 경주시 천군동,테마파크,,
925,"황리단길, 국립경주박물관",경주시,신라왕궁영상관,"체험,홍보관",경북 경주시 인왕동,테마파크,,
926,"황리단길, 국립경주박물관",경주시,경상북도관광홍보관,"체험,홍보관",경북 경주시 신평동,테마파크,,
927,"황리단길, 국립경주박물관",경주시,교촌홍보관,"체험,홍보관",경북 경주시 교동,테마파크,,
928,"황리단길, 국립경주박물관",경주시,경주외동조경공원,"관광농원,팜스테이",경북 경주시 외동읍,테마파크,,
929,"황리단길, 국립경주박물관",경주시,보문관광단지,"관람,체험",경북 경주시 신평동,체험관광,,
930,"황리단길, 국립경주박물관",경주시,감산사 템플스테이,템플스테이,경북 경주시 외동읍,체험관광,,
931,"황리단길, 국립경주박물관",경주시,신보문관광 유선장,"유람선,관광선",경북 경주시 신평동,체험관광,,
932,"황리단길, 국립경주박물관",경주시,경주 교촌한옥마을,체험마을,경북 경주시 교동,체험관광,,
933,"황리단길, 국립경주박물관",경주시,골굴사 템플스테이,템플스테이,경북 경주시 문무대왕면,체험관광,,
934,"황리단길, 국립경주박물관",경주시,교촌마을,체험마을,경북 경주시 교동,체험관광,,
935,"황리단길, 국립경주박물관",경주시,경주양남주상절리전망대,전망대,경북 경주시 양남면,체험관광,,
936,"황리단길, 국립경주박물관",경주시,금리단길,"거리,골목",경북 경주시 노동동,체험관광,,
937,"황리단길, 국립경주박물관",경주시,신라대종,지역명소,경북 경주시 노동동,체험관광,,
938,"황리단길, 국립경주박물관",경주시,경주민속공예촌,지역명소,경북 경주시 하동,체험관광,,
939,"황리단길, 국립경주박물관",경주시,불국사 템플스테이,템플스테이,경북 경주시 마동,체험관광,,
940,"황리단길, 국립경주박물관",경주시,경주엑스포대공원 경주타워,지역명소,경북 경주시 천군동,체험관광,,
941,"황리단길, 국립경주박물관",경주시,송대말등대,등대,경북 경주시 감포읍,체험관광,,
942,"황리단길, 국립경주박물관",경주시,불국사,"절,사찰",경북 경주시 진현동,체험관광,,
943,"황리단길, 국립경주박물관",경주시,감포해국길,"거리,골목",경북 경주시 감포읍,체험관광,,
944,"황리단길, 국립경주박물관",경주시,양동마을,체험마을,경북 경주시 강동면,체험관광,,
945,"황리단길, 국립경주박물관",경주시,골굴사,"절,사찰",경북 경주시 문무대왕면,체험관광,,
946,"황리단길, 국립경주박물관",경주시,대릉원돌담길,계절거리,경북 경주시 황남동,체험관광,,
947,"황리단길, 국립경주박물관",경주시,박목월생가,체험여행,경북 경주시 건천읍,체험관광,,
948,"황리단길, 국립경주박물관",경주시,선셋드몽,체험여행,경북 경주시 천북면,체험관광,,
949,"황리단길, 국립경주박물관",경주시,첨성대 해바라기밭,지역명소,경북 경주시 인왕동,체험관광,,
950,"황리단길, 국립경주박물관",경주시,석굴암전망대,전망대,경북 경주시 진현동,체험관광,,
951,"황리단길, 국립경주박물관",경주시,기림사,"절,사찰",경북 경주시 문무대왕면,체험관광,,
952,"황리단길, 국립경주박물관",경주시,감포정,전망대,경북 경주시 감포읍,체험관광,,
953,"황리단길, 국립경주박물관",경주시,감포항남방파제등대,등대,경북 경주시 감포읍,체험관광,,
954,"황리단길, 국립경주박물관",경주시,드라마[궁]촬영지,촬영장소,경북 경주시 인왕동,체험관광,,
955,"황리단길, 국립경주박물관",경주시,어썸월드 경주,체험여행,경북 경주시 천북면,체험관광,,
956,"황리단길, 국립경주박물관",경주시,오릉돌담길,계절거리,경북 경주시 탑동,체험관광,,
957,"황리단길, 국립경주박물관",경주시,황룡사마루길,계절거리,경북 경주시 구황동,체험관광,,
958,"황리단길, 국립경주박물관",경주시,꽃길한복,한복대여,경북 경주시 사정동,체험관광,,
959,"황리단길, 국립경주박물관",경주시,돌담길 한복,한복대여,경북 경주시 황남동,체험관광,,
960,"황리단길, 국립경주박물관",경주시,경주한복판,한복대여,경북 경주시 황남동,체험관광,,
961,"황리단길, 국립경주박물관",경주시,오늘한복,한복대여,경북 경주시 용강동,체험관광,,
962,"황리단길, 국립경주박물관",경주시,동경의상실셀프사진관,한복대여,경북 경주시 황남동,체험관광,,
963,"황리단길, 국립경주박물관",경주시,경주전동놀이터,자전거,경북 경주시 황남동,체험관광,,
964,"황리단길, 국립경주박물관",경주시,입고놀자,한복대여,경북 경주시 황남동,체험관광,,
965,"황리단길, 국립경주박물관",경주시,보문투어,자전거,경북 경주시 신평동,체험관광,,
966,"황리단길, 국립경주박물관",경주시,화연한복,한복대여,경북 경주시 황남동,체험관광,,
967,"황리단길, 국립경주박물관",경주시,대릉한복,한복대여,경북 경주시 노동동,체험관광,,
968,"황리단길, 국립경주박물관",경주시,한복과교복,한복대여,경북 경주시 황남동,체험관광,,
969,"황리단길, 국립경주박물관",경주시,분황사,"절,사찰",경북 경주시 구황동,체험관광,,
970,"황리단길, 국립경주박물관",경주시,황남자전거,자전거,경북 경주시 황남동,체험관광,,
971,"황리단길, 국립경주박물관",경주시,교촌의상실,한복대여,경북 경주시 교동,체험관광,,
972,"황리단길, 국립경주박물관",경주시,대릉원자전거대여,자전거,경북 경주시 황남동,체험관광,,
973,"황리단길, 국립경주박물관",경주시,옥룡암,"절,사찰",경북 경주시 배반동,체험관광,,
974,"황리단길, 국립경주박물관",경주시,주사암,"절,사찰",경북 경주시 서면,체험관광,,
975,"황리단길, 국립경주박물관",경주시,형산기원정사,"절,사찰",경북 경주시 강동면,체험관광,,
976,"황리단길, 국립경주박물관",경주시,여기 한복,한복대여,경북 경주시 황남동,체험관광,,
977,"황리단길, 국립경주박물관",경주시,백률사,"절,사찰",경북 경주시 동천동,체험관광,,
978,"황리단길, 국립경주박물관",경주시,고운자태한복,한복대여,경북 경주시 용강동,체험관광,,
979,"황리단길, 국립경주박물관",경주시,흥륜사,"절,사찰",경북 경주시 사정동,체험관광,,
980,"황리단길, 국립경주박물관",경주시,월드대여점,자전거,경북 경주시 천군동,체험관광,,
981,"황리단길, 국립경주박물관",경주시,망월사,"절,사찰",경북 경주시 배동,체험관광,,
982,"황리단길, 국립경주박물관",경주시,성건성당,천주교,경북 경주시 성건동,체험관광,,
983,"황리단길, 국립경주박물관",경주시,한결,한복대여,경북 경주시 탑동,체험관광,,
984,"황리단길, 국립경주박물관",경주시,관음사,"절,사찰",경북 경주시 감포읍,체험관광,,
985,"황리단길, 국립경주박물관",경주시,삼불사,"절,사찰",경북 경주시 배동,체험관광,,
986,"황리단길, 국립경주박물관",경주시,대한불교조계종 무일선원,"절,사찰",경북 경주시 감포읍,체험관광,,
987,"황리단길, 국립경주박물관",경주시,골굴사,"절,사찰",경북 경주시 문무대왕면,체험관광,,
988,"황리단길, 국립경주박물관",경주시,한국불교대학대관음사 감포도량,"절,사찰",경북 경주시 감포읍,체험관광,,
989,"황리단길, 국립경주박물관",경주시,보리사,"절,사찰",경북 경주시 배반동,체험관광,,
990,"황리단길, 국립경주박물관",경주시,진목정성지순교자기념성당,천주교,경북 경주시 산내면,체험관광,,
991,"황리단길, 국립경주박물관",경주시,백운암,"절,사찰",경북 경주시 내남면,체험관광,,
992,"황리단길, 국립경주박물관",경주시,관음사,"절,사찰",경북 경주시 감포읍,체험관광,,
993,"황리단길, 국립경주박물관",경주시,신선사,"절,사찰",경북 경주시 건천읍,체험관광,,
994,"황리단길, 국립경주박물관",경주시,금련사,"절,사찰",경북 경주시 현곡면,체험관광,,
995,"황리단길, 국립경주박물관",경주시,감산사,"절,사찰",경북 경주시 외동읍,체험관광,,
996,"황리단길, 국립경주박물관",경주시,무량사,"절,사찰",경북 경주시 남산동,체험관광,,
997,"황리단길, 국립경주박물관",경주시,대흥사,"절,사찰",경북 경주시 안강읍,체험관광,,
998,"황리단길, 국립경주박물관",경주시,길상사,"절,사찰",경북 경주시 감포읍,체험관광,,
999,"황리단길, 국립경주박물관",경주시,황룡사,"절,사찰",경북 경주시 황용동,체험관광,,
1000,"황리단길, 국립경주박물관",경주시,수곡사,"절,사찰",경북 경주시 외동읍,체험관광,,
1001,"황리단길, 국립경주박물관",경주시,법장사,"절,사찰",경북 경주시 노동동,체험관광,,
1002,"황리단길, 국립경주박물관",경주시,도덕암,불교,경북 경주시 안강읍,체험관광,,
1003,"황리단길, 국립경주박물관",경주시,천주사,"절,사찰",경북 경주시 건천읍,체험관광,,
1004,"황리단길, 국립경주박물관",경주시,와룡사,"절,사찰",경북 경주시 내남면,체험관광,,
1005,"황리단길, 국립경주박물관",경주시,신불사,"절,사찰",경북 경주시 양남면,체험관광,,
1006,"황리단길, 국립경주박물관",경주시,염불사,"절,사찰",경북 경주시 남산동,체험관광,,
1007,"황리단길, 국립경주박물관",경주시,마룡사,"절,사찰",경북 경주시 강동면,체험관광,,
1008,"황리단길, 국립경주박물관",경주시,불탑사,"절,사찰",경북 경주시 남산동,체험관광,,
1009,"황리단길, 국립경주박물관",경주시,임정사,"절,사찰",경북 경주시 외동읍,체험관광,,
1010,"황리단길, 국립경주박물관",경주시,표충사,"절,사찰",경북 경주시 황용동,체험관광,,
1011,"황리단길, 국립경주박물관",경주시,경주문무대왕릉,"릉,묘,총",경북 경주시 문무대왕면,문화유적,,
1012,"황리단길, 국립경주박물관",경주시,경주대릉원,"릉,묘,총",경북 경주시 황남동,문화유적,,
1013,"황리단길, 국립경주박물관",경주시,첨성대,"문화,유적",경북 경주시 인왕동,문화유적,,
1014,"황리단길, 국립경주박물관",경주시,석굴암,세계문화유산,경북 경주시 진현동,문화유적,,
1015,"황리단길, 국립경주박물관",경주시,월정교,국가유산,경북 경주시 교동,문화유적,,
1016,"황리단길, 국립경주박물관",경주시,천마총,"릉,묘,총",경북 경주시 황남동,문화유적,,
1017,"황리단길, 국립경주박물관",경주시,경주 양동마을,세계문화유산,경북 경주시 강동면,문화유적,,
1018,"황리단길, 국립경주박물관",경주시,경주역사유적지구,국가유산,경북 경주시 황남동,문화유적,,
1019,"황리단길, 국립경주박물관",경주시,금관총,"릉,묘,총",경북 경주시 노서동,문화유적,,
1020,"황리단길, 국립경주박물관",경주시,경주감은사지동서삼층석탑,국보,경북 경주시 문무대왕면,문화유적,,
1021,"황리단길, 국립경주박물관",경주시,무열왕릉,"릉,묘,총",경북 경주시 서악동,문화유적,,
1022,"황리단길, 국립경주박물관",경주시,경주읍성,국가유산,경북 경주시 동부동,문화유적,,
1023,"황리단길, 국립경주박물관",경주시,경주감은사지,"유적지,사적지",경북 경주시 문무대왕면,문화유적,,
1024,"황리단길, 국립경주박물관",경주시,포석정,국가유산,경북 경주시 배동,문화유적,,
1025,"황리단길, 국립경주박물관",경주시,성덕대왕신종(에밀레종),국보,경북 경주시 인왕동,문화유적,,
1026,"황리단길, 국립경주박물관",경주시,괘릉,"릉,묘,총",경북 경주시 외동읍,문화유적,,
1027,"황리단길, 국립경주박물관",경주시,황룡사지,"유적지,사적지",경북 경주시 구황동,문화유적,,
1028,"황리단길, 국립경주박물관",경주시,보문정,국가유산,경북 경주시 신평동,문화유적,,
1029,"황리단길, 국립경주박물관",경주시,칠불암,국보,경북 경주시 남산동,문화유적,,
1030,"황리단길, 국립경주박물관",경주시,운곡서원,"유적지,사적지",경북 경주시 강동면,문화유적,,
1031,"황리단길, 국립경주박물관",경주시,반월성,성곽명,경북 경주시 인왕동,문화유적,,
1032,"황리단길, 국립경주박물관",경주시,옥산서원,"문화,유적",경북 경주시 안강읍,문화유적,,
1033,"황리단길, 국립경주박물관",경주시,경주계림,국가유산,경북 경주시 교동,문화유적,,
1034,"황리단길, 국립경주박물관",경주시,통일전,"문화,유적",경북 경주시 남산동,문화유적,,
1035,"황리단길, 국립경주박물관",경주시,김유신장군묘,"릉,묘,총",경북 경주시 충효동,문화유적,,
1036,"황리단길, 국립경주박물관",경주시,경주최부자댁,"문화,유적",경북 경주시 교동,문화유적,,
1037,"황리단길, 국립경주박물관",경주시,선덕여왕릉,"릉,묘,총",경북 경주시 보문동,문화유적,,
1038,"황리단길, 국립경주박물관",경주시,황남동고분군,"릉,묘,총",경북 경주시 황남동,문화유적,,
1039,"황리단길, 국립경주박물관",경주시,경주 오릉,국가유산,경북 경주시 탑동,문화유적,,
1040,"황리단길, 국립경주박물관",경주시,봉황대,"문화,유적",경북 경주시 노동동,문화유적,,
1041,"황리단길, 국립경주박물관",경주시,신라고분정보센터,"문화,유적",경북 경주시 노서동,문화유적,,
1042,"황리단길, 국립경주박물관",경주시,경주석빙고,보물,경북 경주시 인왕동,문화유적,,
1043,"황리단길, 국립경주박물관",경주시,신문왕릉,국가유산,경북 경주시 배반동,문화유적,,
1044,"황리단길, 국립경주박물관",경주시,경주역사유적지구대릉원지구,세계문화유산,경북 경주시 황남동,문화유적,,
1045,"황리단길, 국립경주박물관",경주시,경주역사유적지구월성지구,세계문화유산,경북 경주시 교동,문화유적,,
1046,"황리단길, 국립경주박물관",경주시,황룡사9층목탑 목탑지,국가유산,경북 경주시 구황동,문화유적,,
1047,"황리단길, 국립경주박물관",경주시,열암곡마애불상,국가유산,경북 경주시 내남면,문화유적,,
1048,"황리단길, 국립경주박물관",경주시,이견대,국가유산,경북 경주시 감포읍,문화유적,,
1049,"황리단길, 국립경주박물관",경주시,불국사 석가탑,국보,경북 경주시 진현동,문화유적,,
1050,"황리단길, 국립경주박물관",경주시,분황사모전석탑,국보,경북 경주시 구황동,문화유적,,
1051,"황리단길, 국립경주박물관",경주시,경주남산칠불암마애불상군,국가유산,경북 경주시 남산동,문화유적,,
1052,"황리단길, 국립경주박물관",경주시,숭혜전,국가유산,경북 경주시 황남동,문화유적,,
1053,"황리단길, 국립경주박물관",경주시,경주남산불곡마애여래좌상,보물,경북 경주시 인왕동,문화유적,,
1054,"황리단길, 국립경주박물관",경주시,경주향교,"문화,유적",경북 경주시 교동,문화유적,,
1055,"황리단길, 국립경주박물관",경주시,흥덕왕릉,"릉,묘,총",경북 경주시 안강읍,문화유적,,
1056,"황리단길, 국립경주박물관",경주시,미추왕릉,"릉,묘,총",경북 경주시 황남동,문화유적,,
1057,"황리단길, 국립경주박물관",경주시,경주 나정,국가유산,경북 경주시 탑동,문화유적,,
1058,"황리단길, 국립경주박물관",경주시,경주천관사지,국가유산,경북 경주시 교동,문화유적,,
1059,"황리단길, 국립경주박물관",경주시,내물왕릉,"릉,묘,총",경북 경주시 교동,문화유적,,
1060,"황리단길, 국립경주박물관",경주시,경주역사유적지구남산지구,세계문화유산,경북 경주시 배동,문화유적,,
1061,"황리단길, 국립경주박물관",경주시,경주진덕여왕릉,"릉,묘,총",경북 경주시 현곡면,문화유적,,
1062,"황리단길, 국립경주박물관",경주시,용산서원,국가유산,경북 경주시 내남면,문화유적,,
1063,"황리단길, 국립경주박물관",경주시,분황사지,국가유산,경북 경주시 구황동,문화유적,,
1064,"황리단길, 국립경주박물관",경주시,명활성,성곽명,경북 경주시 보문동,문화유적,,
1065,"황리단길, 국립경주박물관",경주시,정혜사지13층석탑,기념물,경북 경주시 안강읍,문화유적,,
1066,"황리단길, 국립경주박물관",경주시,경주역사유적지구황룡사지구,세계문화유산,경북 경주시 구황동,문화유적,,
1067,"황리단길, 국립경주박물관",경주시,경주양동마을곡포헌,세계문화유산,경북 경주시 강동면,문화유적,,
1068,"황리단길, 국립경주박물관",경주시,경주남산탑곡마애불상군,보물,경북 경주시 배반동,문화유적,,
1069,"황리단길, 국립경주박물관",경주시,사천왕사지,국가유산,경북 경주시 배반동,문화유적,,
1070,"황리단길, 국립경주박물관",경주시,경주동부사적지대,국가유산,경북 경주시 황남동,문화유적,,
1071,"황리단길, 국립경주박물관",경주시,경주 황남리 고분군,국가유산,경북 경주시 황남동,문화유적,,
1072,"황리단길, 국립경주박물관",경주시,장항리사지,국가유산,경북 경주시 문무대왕면,문화유적,,
1073,"황리단길, 국립경주박물관",경주시,경주대릉원일원(노서리),국가유산,경북 경주시 노서동,문화유적,,
1074,"황리단길, 국립경주박물관",경주시,경주황복사지삼층석탑,기념물,경북 경주시 구황동,문화유적,,
1075,"황리단길, 국립경주박물관",경주시,신라태종무열왕릉비,"릉,묘,총",경북 경주시 서악동,문화유적,,
1076,"황리단길, 국립경주박물관",경주시,헌덕왕릉,"릉,묘,총",경북 경주시 동천동,문화유적,,
1077,"황리단길, 국립경주박물관",경주시,보리사마애석불,국가유산,경북 경주시 배반동,문화유적,,
1078,"황리단길, 국립경주박물관",경주시,경주구정리방형분,국가유산,경북 경주시 구정동,문화유적,,
1079,"황리단길, 국립경주박물관",경주시,경주남산용장사곡삼층석탑,보물,경북 경주시 내남면,문화유적,,
1080,"황리단길, 국립경주박물관",경주시,경주장항리서오층석탑,기념물,경북 경주시 문무대왕면,문화유적,,
1081,"황리단길, 국립경주박물관",경주시,경주남산동동서삼층석탑,기념물,경북 경주시 남산동,문화유적,,
1082,"황리단길, 국립경주박물관",경주시,무장사지,"유적지,사적지",경북 경주시 암곡동,문화유적,,
1083,"황리단길, 국립경주박물관",경주시,경주남산미륵곡석불좌상,보물,경북 경주시 배반동,문화유적,,
1084,"황리단길, 국립경주박물관",경주시,경주월성,국가유산,경북 경주시 인왕동,문화유적,,
1085,"황리단길, 국립경주박물관",경주시,경주양동마을송첨종택,국가유산,경북 경주시 강동면,문화유적,,
1086,"황리단길, 국립경주박물관",경주시,지마왕릉,"릉,묘,총",경북 경주시 배동,문화유적,,
1087,"황리단길, 국립경주박물관",경주시,굴불사지석불상,보물,경북 경주시 동천동,문화유적,,
1088,"황리단길, 국립경주박물관",경주시,경덕왕릉,"릉,묘,총",경북 경주시 내남면,문화유적,,
1089,"황리단길, 국립경주박물관",경주시,금척고분군,국가유산,경북 경주시 건천읍,문화유적,,
1090,"황리단길, 국립경주박물관",경주시,경주단석산신선사마애불상군,국가유산,경북 경주시 건천읍,문화유적,,
1091,"황리단길, 국립경주박물관",경주시,석굴암삼층석탑,기념물,경북 경주시 진현동,문화유적,,
1092,"황리단길, 국립경주박물관",경주시,용장사지,국가유산,경북 경주시 내남면,문화유적,,
1093,"황리단길, 국립경주박물관",경주시,경주구황동원지유적,"문화,유적",경북 경주시 구황동,문화유적,,
1094,"황리단길, 국립경주박물관",경주시,경주서악동삼층석탑,기념물,경북 경주시 서악동,문화유적,,
1095,"황리단길, 국립경주박물관",경주시,경주표암,기념물,경북 경주시 동천동,문화유적,,
1096,"황리단길, 국립경주박물관",경주시,경주미탄사지삼층석탑,기념물,경북 경주시 구황동,문화유적,,
1097,"황리단길, 국립경주박물관",경주시,경주쪽샘지구유적발굴터,"문화,유적",경북 경주시 황오동,문화유적,,
1098,"황리단길, 국립경주박물관",경주시,경주천군동동서삼층석탑,기념물,경북 경주시 천군동,문화유적,,
1099,"황리단길, 국립경주박물관",경주시,경주배동석조여래삼존입상,국가유산,경북 경주시 배동,문화유적,,
1100,"황리단길, 국립경주박물관",경주시,경주고선사지삼층석탑,기념물,경북 경주시 인왕동,문화유적,,
1101,"황리단길, 국립경주박물관",경주시,낭산마애삼존불,기념물,경북 경주시 배반동,문화유적,,
1102,"황리단길, 국립경주박물관",경주시,삼릉계곡마애석가여래좌상,국가유산,경북 경주시 배동,문화유적,,
1103,"황리단길, 국립경주박물관",경주시,경주양동마을근암고택,"문화,유적",경북 경주시 강동면,문화유적,,
1104,"황리단길, 국립경주박물관",경주시,경주나원리오층석탑,기념물,경북 경주시 현곡면,문화유적,,
1105,"황리단길, 국립경주박물관",경주시,경주용강동원지유적,국가유산,경북 경주시 용강동,문화유적,,
1106,"황리단길, 국립경주박물관",경주시,진흥왕릉,"릉,묘,총",경북 경주시 서악동,문화유적,,
1107,"황리단길, 국립경주박물관",경주시,경주배동삼릉,"릉,묘,총",경북 경주시 배동,문화유적,,
1108,"황리단길, 국립경주박물관",경주시,경주대릉원일원(노동리),국가유산,경북 경주시 노동동,문화유적,,
1109,"황리단길, 국립경주박물관",경주시,경주 분황사 당간지주,보물,경북 경주시 구황동,문화유적,,
1110,"황리단길, 국립경주박물관",경주시,경주레저,ATV체험장,경북 경주시 북군동,레저/액티비티,,
1111,"황리단길, 국립경주박물관",경주시,글로벌코리아 경주지점 신라의달,"수상,해양레저",경북 경주시 신평동,레저/액티비티,,
1112,"황리단길, 국립경주박물관",경주시,보불ATV레저체험장,ATV체험장,경북 경주시 천군동,레저/액티비티,,
1113,"황리단길, 국립경주박물관",경주시,블루탱호,배낚시,경북 경주시 양남면,레저/액티비티,,
1114,"황리단길, 국립경주박물관",경주시,경주패러글라이딩,"행글라이딩,패러글라이딩",경북 경주시 효현동,레저/액티비티,,
1115,"황리단길, 국립경주박물관",경주시,마린선상낚시,배낚시,경북 경주시 감포읍,레저/액티비티,,
