지자체명,연월,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),1대당 1일평균
강원특별자치도 정선군,2024-05,16,247,86,161,32168,6933,25235,1대당 1일평균
강원특별자치도 철원군,2024-05,14,182,79,103,29031,6748,22283,1대당 1일평균
강원특별자치도 화천군,2024-05,14,196,81,115,28738,6467,22271,1대당 1일평균
강원특별자치도 양구군,2024-05,15,226,100,126,25558,7612,17946,1대당 1일평균
강원특별자치도 인제군,2024-05,12,229,94,199,28754,6475,22279,1대당 1일평균
강원특별자치도 고성군,2024-05,10,220,81,140,36957,6896,30061,1대당 1일평균
강원특별자치도 양양군,2024-05,12,197,78,119,34101,6551,27550,1대당 1일평균
충청북도 청주시,2024-05,19,186,97,88,31806,13293,18513,1대당 1일평균
충청북도 충주시,2024-05,21,176,78,97,32151,10074,22077,1대당 1일평균
충청북도 제천시,2024-05,22,167,72,97,28289,9576,18714,1대당 1일평균
충청북도 보은군,2024-05,6,167,51,116,22342,5444,16898,1대당 1일평균
충청북도 옥천군,2024-05,16,169,58,110,32703,6814,25889,1대당 1일평균
충청북도 영동군,2024-05,13,177,59,117,30102,5742,24360,1대당 1일평균
충청북도 증평군,2024-05,13,181,58,127,34002,6675,27327,1대당 1일평균
충청북도 진천군,2024-05,19,244,103,143,36024,10028,25996,1대당 1일평균
충청북도 괴산군,2024-05,11,209,84,125,23576,8693,14884,1대당 1일평균
충청북도 음성군,2024-05,18,252,104,148,37660,9516,28144,1대당 1일평균
충청북도 단양군,2024-05,12,185,65,122,29849,6402,23447,1대당 1일평균
충청남도 천안시,2024-05,24,213,121,92,35955,16263,19692,1대당 1일평균
충청남도 공주시,2024-05,14,186,68,118,34890,7566,27325,1대당 1일평균
충청남도 보령시,2024-05,17,167,69,106,36505,7945,28560,1대당 1일평균
충청남도 아산시,2024-05,19,211,111,100,33537,12266,21271,1대당 1일평균
충청남도 서산시,2024-05,25,215,102,114,44288,12246,32041,1대당 1일평균
충청남도 논산시,2024-05,16,173,74,99,34485,8011,26474,1대당 1일평균
충청남도 계룡시,2024-05,19,204,92,112,34294,9635,24659,1대당 1일평균
충청남도 당진시,2024-05,17,229,87,142,35186,8788,26398,1대당 1일평균
충청남도 금산군,2024-05,9,163,51,112,31436,5396,26041,1대당 1일평균
충청남도 부여군,2024-05,9,149,56,93,34624,5702,28922,1대당 1일평균
충청남도 서천군,2024-05,11,186,62,124,25467,5813,19655,1대당 1일평균
충청남도 청양군,2024-05,6,141,35,106,27884,3121,24762,1대당 1일평균
충청남도 홍성군,2024-05,18,181,71,110,36944,7751,29193,1대당 1일평균
충청남도 예산군,2024-05,16,193,67,127,36530,6627,29903,1대당 1일평균
충청남도 태안군,2024-05,11,170,52,118,31459,5072,26387,1대당 1일평균
전북특별자치도 전주시,2024-05,22,174,93,81,32281,13957,18324,1대당 1일평균
전북특별자치도 군산시,2024-05,21,178,84,94,31666,10716,20950,1대당 1일평균
전북특별자치도 익산시,2024-05,21,179,85,94,34283,10810,23473,1대당 1일평균
전북특별자치도 정읍시,2024-05,16,163,60,104,30941,7046,23895,1대당 1일평균
전북특별자치도 남원시,2024-05,17,161,59,102,33956,7092,26864,1대당 1일평균
전북특별자치도 김제시,2024-05,13,159,50,110,26626,5785,20842,1대당 1일평균
전북특별자치도 완주군,2024-05,12,215,85,129,32396,9094,23301,1대당 1일평균
전북특별자치도 진안군,2024-05,8,239,70,169,27779,7202,20577,1대당 1일평균
전북특별자치도 무주군,2024-05,6,162,51,112,17958,4399,13559,1대당 1일평균
전북특별자치도 장수군,2024-05,4,261,52,209,22818,4782,18036,1대당 1일평균
전북특별자치도 임실군,2024-05,7,203,73,130,21700,6581,15119,1대당 1일평균
전북특별자치도 순창군,2024-05,8,184,65,123,29151,7301,21849,1대당 1일평균
전북특별자치도 고창군,2024-05,12,200,61,140,29110,5494,23616,1대당 1일평균
전북특별자치도 부안군,2024-05,10,185,59,126,28056,5771,22285,1대당 1일평균
전라남도 목포시,2024-05,22,178,81,98,31486,11869,19617,1대당 1일평균
전라남도 여수시,2024-05,23,193,101,92,33197,12512,20685,1대당 1일평균
전라남도 순천시,2024-05,25,207,106,105,37002,13456,23546,1대당 1일평균
전라남도 나주시,2024-05,12,231,80,151,29046,7496,21550,1대당 1일평균
전라남도 광양시,2024-05,21,192,97,108,36673,10918,25755,1대당 1일평균
전라남도 담양군,2024-05,9,172,60,113,27200,5937,21262,1대당 1일평균
전라남도 곡성군,2024-05,6,195,57,139,25035,4836,20199,1대당 1일평균
전라남도 구례군,2024-05,10,192,48,144,33005,4241,28764,1대당 1일평균
전라남도 고흥군,2024-05,7,183,48,135,23522,4823,18699,1대당 1일평균
전라남도 보성군,2024-05,10,221,70,151,22211,6019,16192,1대당 1일평균
전라남도 화순군,2024-05,15,156,63,93,34365,6902,27464,1대당 1일평균
전라남도 장흥군,2024-05,7,196,53,143,24858,4721,20138,1대당 1일평균
전라남도 강진군,2024-05,9,205,54,151,24634,5153,19481,1대당 1일평균
전라남도 해남군,2024-05,13,214,67,147,26191,6210,19981,1대당 1일평균
전라남도 영암군,2024-05,9,211,72,138,21858,6127,15731,1대당 1일평균
전라남도 무안군,2024-05,16,224,92,172,28414,9549,18865,1대당 1일평균
전라남도 함평군,2024-05,,,,,,,,1대당 1일평균
전라남도 영광군,2024-05,11,199,58,141,36014,5529,30485,1대당 1일평균
전라남도 장성군,2024-05,9,182,56,126,35688,5303,30385,1대당 1일평균
전라남도 완도군,2024-05,13,195,53,142,27211,5273,21938,1대당 1일평균
전라남도 진도군,2024-05,5,219,49,170,22742,4320,18422,1대당 1일평균
전라남도 신안군,2024-05,12,176,59,117,21823,6382,15441,1대당 1일평균
경상북도 포항시,2024-05,19,180,91,90,30686,11795,18891,1대당 1일평균
경상북도 경주시,2024-05,19,201,94,107,32213,10347,21866,1대당 1일평균
경상북도 김천시,2024-05,17,173,83,90,34706,8873,25833,1대당 1일평균
경상북도 안동시,2024-05,20,179,82,97,30865,9786,21079,1대당 1일평균
경상북도 구미시,2024-05,23,207,113,94,36079,13947,22132,1대당 1일평균
경상북도 영주시,2024-05,20,145,59,87,30118,8132,21986,1대당 1일평균
경상북도 영천시,2024-05,16,159,60,99,26767,7154,19612,1대당 1일평균
경상북도 상주시,2024-05,13,135,41,94,33279,5327,27952,1대당 1일평균
경상북도 문경시,2024-05,17,166,65,101,35431,7089,28342,1대당 1일평균
경상북도 경산시,2024-05,17,202,99,104,33375,11456,21919,1대당 1일평균
경상북도 의성군,2024-05,5,187,40,147,22636,3650,18986,1대당 1일평균
경상북도 청송군,2024-05,6,166,55,111,18930,5129,13801,1대당 1일평균
경상북도 영양군,2024-05,6,201,70,132,21410,6210,15200,1대당 1일평균
경상북도 영덕군,2024-05,8,158,52,106,14550,4909,9641,1대당 1일평균
경상북도 청도군,2024-05,6,131,40,91,18621,4268,14353,1대당 1일평균
경상북도 고령군,2024-05,9,260,97,162,31490,7863,23627,1대당 1일평균
경상북도 성주군,2024-05,9,232,77,155,24046,7355,16692,1대당 1일평균
경상북도 칠곡군,2024-05,18,197,91,106,32221,9412,22809,1대당 1일평균
경상북도 예천군,2024-05,9,190,49,143,24691,4256,20436,1대당 1일평균
경상북도 봉화군,2024-05,4,199,44,155,20836,4056,16780,1대당 1일평균
경상북도 울진군,2024-05,10,180,47,133,22059,4072,17987,1대당 1일평균
경상북도 울릉군,2024-05,11,183,37,146,27517,5774,21743,1대당 1일평균
경상남도 창원시,2024-05,19,194,94,109,32424,11602,20823,1대당 1일평균
경상남도 진주시,2024-05,23,193,99,95,34400,12181,22219,1대당 1일평균
경상남도 통영시,2024-05,22,200,88,136,33833,10707,23126,1대당 1일평균
경상남도 사천시,2024-05,21,184,76,112,35175,8656,26520,1대당 1일평균
경상남도 김해시,2024-05,21,197,100,120,34059,12664,21395,1대당 1일평균
경상남도 밀양시,2024-05,17,168,66,102,29674,7689,21985,1대당 1일평균
경상남도 거제시,2024-05,25,217,112,104,38960,12732,26229,1대당 1일평균
경상남도 양산시,2024-05,23,211,101,111,38136,11928,26208,1대당 1일평균
경상남도 의령군,2024-05,6,145,50,95,16254,4188,12066,1대당 1일평균
경상남도 함안군,2024-05,9,179,66,114,25800,6570,19229,1대당 1일평균
경상남도 창녕군,2024-05,7,176,48,127,25574,4676,20898,1대당 1일평균
경상남도 고성군,2024-05,10,166,54,112,25165,5806,19359,1대당 1일평균
경상남도 남해군,2024-05,7,160,50,110,23048,4619,18430,1대당 1일평균
경상남도 하동군,2024-05,5,197,47,151,18898,4398,14500,1대당 1일평균
경상남도 산청군,2024-05,9,204,79,125,18379,6574,11806,1대당 1일평균
경상남도 함양군,2024-05,7,174,39,135,22412,3625,18787,1대당 1일평균
경상남도 거창군,2024-05,15,176,56,120,25920,6173,19748,1대당 1일평균
경상남도 합천군,2024-05,4,211,47,163,22182,4252,17930,1대당 1일평균
제주특별자치도,2024-05,17,198,104,99,30585,12684,17901,1대당 1일평균
서울특별시,2024-06,15,215,129,21595,33967,16747,17220,1대당 1일평균
부산광역시,2024-06,16,175,97,78,31640,13226,18413,1대당 1일평균
대구광역시,2024-06,15,161,81,80,30467,11337,19130,1대당 1일평균
인천광역시,2024-06,15,200,112,88,33377,13549,19827,1대당 1일평균
광주광역시,2024-06,20,188,113,76,33438,15088,18350,1대당 1일평균
대전광역시,2024-06,19,176,99,85,33082,14124,18957,1대당 1일평균
울산광역시,2024-06,18,189,97,97,32360,11856,20504,1대당 1일평균
세종특별자치시,2024-06,18,251,122,130,35269,12348,22921,1대당 1일평균
경기도 수원시,2024-06,18,192,114,81,34308,15477,18831,1대당 1일평균
경기도 성남시,2024-06,17,209,114,95,33479,13436,20043,1대당 1일평균
경기도 의정부시,2024-06,20,209,111,114,36547,14450,22097,1대당 1일평균
경기도 안양시,2024-06,17,188,106,91,34600,13574,21026,1대당 1일평균
경기도 부천시,2024-06,15,170,90,86,31541,12519,19022,1대당 1일평균
경기도 광명시,2024-06,12,190,97,104,32855,11536,21320,1대당 1일평균
경기도 평택시,2024-06,20,201,111,96,35019,13370,21650,1대당 1일평균
경기도 동두천시,2024-06,19,173,77,97,36083,9543,26540,1대당 1일평균
경기도 안산시,2024-06,19,181,101,88,32866,13656,19210,1대당 1일평균
경기도 고양시,2024-06,15,191,114,77,33047,13129,19918,1대당 1일평균
경기도 과천시,2024-06,16,199,110,89,34208,13288,20920,1대당 1일평균
경기도 구리시,2024-06,16,202,109,114,34059,12750,21308,1대당 1일평균
경기도 남양주시,2024-06,18,213,117,96,35497,13212,22285,1대당 1일평균
경기도 오산시,2024-06,15,185,100,84,32156,12839,19317,1대당 1일평균
경기도 시흥시,2024-06,16,187,103,85,33054,12406,20648,1대당 1일평균
경기도 군포시,2024-06,15,176,96,81,32863,11999,20864,1대당 1일평균
경기도 의왕시,2024-06,15,177,99,80,32527,12476,20051,1대당 1일평균
경기도 하남시,2024-06,15,197,102,96,32291,12176,20115,1대당 1일평균
경기도 용인시,2024-06,14,215,120,111,33533,13332,20201,1대당 1일평균
경기도 파주시,2024-06,17,268,134,134,39199,13233,25966,1대당 1일평균
경기도 이천시,2024-06,17,214,103,112,36179,11481,24698,1대당 1일평균
경기도 안성시,2024-06,15,211,96,139,33074,10379,22695,1대당 1일평균
경기도 김포시,2024-06,15,225,125,120,34454,13401,21053,1대당 1일평균
경기도 화성시,2024-06,15,243,131,137,34207,14393,19813,1대당 1일평균
경기도 광주시,2024-06,15,212,112,101,33405,12256,21149,1대당 1일평균
경기도 양주시,2024-06,17,199,109,90,32156,12177,19979,1대당 1일평균
경기도 포천시,2024-06,16,228,99,130,34468,10020,24448,1대당 1일평균
경기도 여주시,2024-06,17,214,93,127,34405,9886,24518,1대당 1일평균
경기도 연천군,2024-06,17,275,119,256,30585,9979,20606,1대당 1일평균
경기도 가평군,2024-06,20,264,125,139,35117,11362,23756,1대당 1일평균
경기도 양평군,2024-06,16,223,94,129,34296,9290,25006,1대당 1일평균
강원특별자치도 춘천시,2024-06,26,166,85,82,32876,12973,19904,1대당 1일평균
강원특별자치도 원주시,2024-06,23,175,91,113,33610,11889,21721,1대당 1일평균
강원특별자치도 강릉시,2024-06,25,180,98,82,32706,13113,19593,1대당 1일평균
강원특별자치도 동해시,2024-06,21,153,72,81,32265,8637,23628,1대당 1일평균
강원특별자치도 태백시,2024-06,23,186,80,106,32021,8295,23726,1대당 1일평균
강원특별자치도 속초시,2024-06,27,170,84,87,32232,11473,20759,1대당 1일평균
강원특별자치도 삼척시,2024-06,25,159,69,90,35548,8431,27117,1대당 1일평균
강원특별자치도 홍천군,2024-06,22,194,81,113,38051,8489,29562,1대당 1일평균
강원특별자치도 횡성군,2024-06,15,219,76,144,34810,7113,27698,1대당 1일평균
강원특별자치도 영월군,2024-06,18,190,55,135,30772,5922,24850,1대당 1일평균
강원특별자치도 평창군,2024-06,11,248,94,153,23397,6953,16444,1대당 1일평균
강원특별자치도 정선군,2024-06,16,245,84,162,33595,6803,26791,1대당 1일평균
강원특별자치도 철원군,2024-06,14,189,82,106,29646,6761,22884,1대당 1일평균
강원특별자치도 화천군,2024-06,14,195,80,115,29386,6386,23001,1대당 1일평균
강원특별자치도 양구군,2024-06,15,229,100,129,26525,7452,19073,1대당 1일평균
강원특별자치도 인제군,2024-06,12,231,97,134,29451,6614,22836,1대당 1일평균
강원특별자치도 고성군,2024-06,11,234,89,145,38059,7767,30292,1대당 1일평균
강원특별자치도 양양군,2024-06,14,243,104,139,36781,8260,28522,1대당 1일평균
충청북도 청주시,2024-06,19,186,96,90,32194,13104,19091,1대당 1일평균
충청북도 충주시,2024-06,21,172,75,97,32146,9720,22426,1대당 1일평균
충청북도 제천시,2024-06,21,162,70,94,28030,9328,18702,1대당 1일평균
충청북도 보은군,2024-06,6,168,51,117,22849,5592,17257,1대당 1일평균
충청북도 옥천군,2024-06,16,166,57,109,32810,6656,26155,1대당 1일평균
충청북도 영동군,2024-06,13,172,56,116,30516,5470,25046,1대당 1일평균
충청북도 증평군,2024-06,13,178,56,123,33879,6556,27323,1대당 1일평균
충청북도 진천군,2024-06,19,245,101,146,36264,9834,26431,1대당 1일평균
충청북도 괴산군,2024-06,10,209,85,125,23601,8764,14836,1대당 1일평균
충청북도 음성군,2024-06,18,252,103,149,38510,9391,29120,1대당 1일평균
충청북도 단양군,2024-06,12,182,62,124,29562,6111,23451,1대당 1일평균
충청남도 천안시,2024-06,24,211,119,93,36320,16001,20319,1대당 1일평균
충청남도 공주시,2024-06,14,188,68,120,36066,7452,28614,1대당 1일평균
충청남도 보령시,2024-06,17,167,69,130,36903,7755,29148,1대당 1일평균
충청남도 아산시,2024-06,19,209,108,101,34719,11949,22770,1대당 1일평균
충청남도 서산시,2024-06,25,218,102,127,45054,12295,32759,1대당 1일평균
충청남도 논산시,2024-06,16,172,73,99,35645,7836,27809,1대당 1일평균
충청남도 계룡시,2024-06,19,208,92,116,34114,9668,24446,1대당 1일평균
충청남도 당진시,2024-06,18,230,88,142,35226,8921,26306,1대당 1일평균
충청남도 금산군,2024-06,9,159,48,111,31865,4975,26890,1대당 1일평균
충청남도 부여군,2024-06,9,147,53,94,34574,5396,29178,1대당 1일평균
충청남도 서천군,2024-06,11,194,68,127,27287,6237,21050,1대당 1일평균
충청남도 청양군,2024-06,5,139,33,106,28626,2915,25711,1대당 1일평균
충청남도 홍성군,2024-06,17,180,71,109,37542,7558,29984,1대당 1일평균
충청남도 예산군,2024-06,16,196,68,128,36679,6708,29971,1대당 1일평균
충청남도 태안군,2024-06,11,172,53,119,32083,5315,26768,1대당 1일평균
전북특별자치도 전주시,2024-06,21,172,89,83,32495,13336,19159,1대당 1일평균
전북특별자치도 군산시,2024-06,21,178,84,94,31699,10772,20927,1대당 1일평균
전북특별자치도 익산시,2024-06,21,175,82,92,34093,10421,23672,1대당 1일평균
전북특별자치도 정읍시,2024-06,16,161,58,104,31716,6839,24877,1대당 1일평균
전북특별자치도 남원시,2024-06,16,151,54,98,33406,6237,27169,1대당 1일평균
전북특별자치도 김제시,2024-06,13,159,50,109,26776,5829,20947,1대당 1일평균
전북특별자치도 완주군,2024-06,12,212,84,128,32431,8895,23536,1대당 1일평균
전북특별자치도 진안군,2024-06,8,228,66,163,27366,6795,20571,1대당 1일평균
전북특별자치도 무주군,2024-06,7,175,57,118,18978,4994,13984,1대당 1일평균
전북특별자치도 장수군,2024-06,4,250,55,195,22554,5212,17342,1대당 1일평균
전북특별자치도 임실군,2024-06,6,194,70,125,21179,6293,14886,1대당 1일평균
전북특별자치도 순창군,2024-06,7,182,62,123,27809,6111,21698,1대당 1일평균
전북특별자치도 고창군,2024-06,12,205,60,145,28444,5296,23148,1대당 1일평균
전북특별자치도 부안군,2024-06,10,177,57,120,28199,5623,22575,1대당 1일평균
전라남도 목포시,2024-06,22,176,79,97,31413,11541,19872,1대당 1일평균
전라남도 여수시,2024-06,23,192,100,91,33380,12473,20906,1대당 1일평균
전라남도 순천시,2024-06,25,207,104,103,37371,13107,24264,1대당 1일평균
전라남도 나주시,2024-06,12,226,77,149,28770,7112,21658,1대당 1일평균
전라남도 광양시,2024-06,21,194,98,112,36400,10997,25404,1대당 1일평균
전라남도 담양군,2024-06,8,169,58,111,26671,5647,21024,1대당 1일평균
전라남도 곡성군,2024-06,5,175,48,127,23696,3980,19716,1대당 1일평균
전라남도 구례군,2024-06,9,177,43,134,31081,3761,27320,1대당 1일평균
전라남도 고흥군,2024-06,7,181,48,133,22391,4596,17795,1대당 1일평균
전라남도 보성군,2024-06,9,214,70,144,21753,5806,15947,1대당 1일평균
전라남도 화순군,2024-06,15,157,62,95,35170,6821,28349,1대당 1일평균
전라남도 장흥군,2024-06,7,202,53,149,25017,4728,20289,1대당 1일평균
전라남도 강진군,2024-06,9,202,52,150,24748,4978,19770,1대당 1일평균
전라남도 해남군,2024-06,14,216,70,146,26854,6408,20445,1대당 1일평균
전라남도 영암군,2024-06,9,206,72,134,21525,6189,15336,1대당 1일평균
전라남도 무안군,2024-06,16,223,92,170,28634,9589,19046,1대당 1일평균
전라남도 함평군,2024-06,,,,,,,,1대당 1일평균
전라남도 영광군,2024-06,12,194,60,134,37410,5857,31553,1대당 1일평균
전라남도 장성군,2024-06,8,178,55,123,36074,5127,30947,1대당 1일평균
전라남도 완도군,2024-06,13,188,53,136,27322,5133,22189,1대당 1일평균
전라남도 진도군,2024-06,6,208,54,154,21678,4546,17133,1대당 1일평균
전라남도 신안군,2024-06,12,177,61,116,21437,6350,15088,1대당 1일평균
경상북도 포항시,2024-06,19,180,90,92,31166,11615,19551,1대당 1일평균
경상북도 경주시,2024-06,19,199,91,109,32432,9940,22492,1대당 1일평균
경상북도 김천시,2024-06,17,172,82,91,34672,8711,25961,1대당 1일평균
경상북도 안동시,2024-06,20,177,79,97,31135,9518,21618,1대당 1일평균
경상북도 구미시,2024-06,23,206,111,95,36366,13786,22580,1대당 1일평균
경상북도 영주시,2024-06,20,145,57,88,30412,7820,22593,1대당 1일평균
경상북도 영천시,2024-06,16,160,60,100,27155,7249,19906,1대당 1일평균
경상북도 상주시,2024-06,13,134,40,94,33608,5202,28407,1대당 1일평균
경상북도 문경시,2024-06,18,161,63,97,35920,7054,28866,1대당 1일평균
경상북도 경산시,2024-06,16,192,92,100,32938,10728,22210,1대당 1일평균
경상북도 의성군,2024-06,5,187,40,148,22519,3568,18951,1대당 1일평균
경상북도 청송군,2024-06,6,167,57,110,18903,5183,13720,1대당 1일평균
경상북도 영양군,2024-06,6,192,72,121,19947,6472,13475,1대당 1일평균
경상북도 영덕군,2024-06,9,163,53,110,15009,4824,10185,1대당 1일평균
경상북도 청도군,2024-06,6,136,43,93,19930,4597,15332,1대당 1일평균
경상북도 고령군,2024-06,9,276,102,174,35032,7943,27088,1대당 1일평균
경상북도 성주군,2024-06,9,236,79,157,24696,7409,17287,1대당 1일평균
경상북도 칠곡군,2024-06,18,202,92,110,32564,9349,23215,1대당 1일평균
경상북도 예천군,2024-06,8,180,44,136,23789,3901,19888,1대당 1일평균
경상북도 봉화군,2024-06,4,189,44,145,19902,3652,16249,1대당 1일평균
경상북도 울진군,2024-06,10,181,49,132,22696,4191,18505,1대당 1일평균
경상북도 울릉군,2024-06,11,172,39,134,27288,5730,21558,1대당 1일평균
경상남도 창원시,2024-06,19,193,94,110,32198,11531,20667,1대당 1일평균
경상남도 진주시,2024-06,23,192,97,95,34435,11890,22545,1대당 1일평균
경상남도 통영시,2024-06,22,201,88,127,34431,10721,23710,1대당 1일평균
경상남도 사천시,2024-06,21,182,74,109,34856,8482,26374,1대당 1일평균
경상남도 김해시,2024-06,21,198,101,122,34102,12683,21419,1대당 1일평균
경상남도 밀양시,2024-06,16,163,62,100,29178,7168,22009,1대당 1일평균
경상남도 거제시,2024-06,25,218,114,104,38830,12928,25902,1대당 1일평균
경상남도 양산시,2024-06,23,212,100,112,38612,11888,26723,1대당 1일평균
경상남도 의령군,2024-06,5,140,41,99,15506,3463,12042,1대당 1일평균
경상남도 함안군,2024-06,10,182,66,116,26203,6591,19612,1대당 1일평균
경상남도 창녕군,2024-06,6,172,48,124,25557,4669,20889,1대당 1일평균
경상남도 고성군,2024-06,10,163,54,109,25326,5872,19454,1대당 1일평균
경상남도 남해군,2024-06,7,157,47,110,22814,4400,18414,1대당 1일평균
경상남도 하동군,2024-06,5,182,43,139,18045,4267,13778,1대당 1일평균
경상남도 산청군,2024-06,8,191,75,116,17455,6374,11081,1대당 1일평균
경상남도 함양군,2024-06,8,171,38,133,23040,3691,19348,1대당 1일평균
경상남도 거창군,2024-06,15,173,55,118,25992,6043,19949,1대당 1일평균
경상남도 합천군,2024-06,5,193,46,146,20577,4076,16501,1대당 1일평균
제주특별자치도,2024-06,18,200,108,99,30599,12980,17620,1대당 1일평균
서울특별시,2024-07,15,210,125,22033,34123,16712,17411,1대당 1일평균
부산광역시,2024-07,16,172,96,76,32112,13341,18771,1대당 1일평균
대구광역시,2024-07,15,159,80,79,30898,11304,19594,1대당 1일평균
인천광역시,2024-07,15,196,110,87,33598,13541,20057,1대당 1일평균
광주광역시,2024-07,20,186,110,76,33912,15054,18858,1대당 1일평균
대전광역시,2024-07,19,173,96,84,33341,14145,19196,1대당 1일평균
울산광역시,2024-07,19,188,98,97,32907,12151,20756,1대당 1일평균
세종특별자치시,2024-07,18,248,121,127,35747,12458,23290,1대당 1일평균
경기도 수원시,2024-07,18,188,111,79,34356,15290,19066,1대당 1일평균
경기도 성남시,2024-07,17,204,112,93,33619,13403,20215,1대당 1일평균
경기도 의정부시,2024-07,20,204,108,112,36462,14574,21888,1대당 1일평균
경기도 안양시,2024-07,17,186,104,89,34910,13524,21386,1대당 1일평균
경기도 부천시,2024-07,15,166,87,84,31600,12567,19033,1대당 1일평균
경기도 광명시,2024-07,12,188,95,107,33015,11488,21527,1대당 1일평균
경기도 평택시,2024-07,20,195,107,91,34789,13057,21732,1대당 1일평균
경기도 동두천시,2024-07,19,170,76,100,35960,9455,26505,1대당 1일평균
경기도 안산시,2024-07,19,176,98,89,32958,13531,19427,1대당 1일평균
경기도 고양시,2024-07,15,187,112,75,32971,13159,19813,1대당 1일평균
경기도 과천시,2024-07,16,196,108,88,35003,13387,21616,1대당 1일평균
경기도 구리시,2024-07,16,200,104,125,33717,12494,21224,1대당 1일평균
경기도 남양주시,2024-07,16,191,103,89,33317,11953,21363,1대당 1일평균
경기도 오산시,2024-07,15,180,97,82,31986,12588,19399,1대당 1일평균
경기도 시흥시,2024-07,16,183,100,87,33090,12349,20741,1대당 1일평균
경기도 군포시,2024-07,15,175,94,81,33152,12004,21148,1대당 1일평균
경기도 의왕시,2024-07,15,173,96,81,32625,12333,20292,1대당 1일평균
경기도 하남시,2024-07,15,196,102,94,32994,12391,20603,1대당 1일평균
경기도 용인시,2024-07,14,214,118,110,34003,13255,20749,1대당 1일평균
경기도 파주시,2024-07,17,256,129,127,38654,12980,25674,1대당 1일평균
경기도 이천시,2024-07,18,212,103,110,36661,11633,25028,1대당 1일평균
경기도 안성시,2024-07,15,203,92,135,33262,10173,23089,1대당 1일평균
경기도 김포시,2024-07,15,221,121,115,34669,13232,21436,1대당 1일평균
경기도 화성시,2024-07,15,242,129,148,34700,14470,20229,1대당 1일평균
경기도 광주시,2024-07,15,206,108,98,33393,11975,21418,1대당 1일평균
경기도 양주시,2024-07,16,192,105,87,32212,11950,20262,1대당 1일평균
경기도 포천시,2024-07,15,217,95,122,34549,9783,24766,1대당 1일평균
경기도 여주시,2024-07,17,207,91,129,34299,9711,24588,1대당 1일평균
경기도 연천군,2024-07,18,284,121,285,31487,10454,21033,1대당 1일평균
경기도 가평군,2024-07,19,272,131,142,35327,11704,23623,1대당 1일평균
경기도 양평군,2024-07,16,217,91,130,34346,8985,25362,1대당 1일평균
강원특별자치도 춘천시,2024-07,24,160,80,82,32720,12256,20464,1대당 1일평균
강원특별자치도 원주시,2024-07,23,170,86,100,33793,11602,22191,1대당 1일평균
강원특별자치도 강릉시,2024-07,24,175,93,81,32788,12419,20369,1대당 1일평균
강원특별자치도 동해시,2024-07,21,146,71,75,32537,8547,23989,1대당 1일평균
강원특별자치도 태백시,2024-07,24,191,85,106,32425,8850,23574,1대당 1일평균
강원특별자치도 속초시,2024-07,27,167,83,84,32424,11616,20808,1대당 1일평균
강원특별자치도 삼척시,2024-07,24,156,68,88,35789,8392,27397,1대당 1일평균
강원특별자치도 홍천군,2024-07,23,196,82,114,38012,8665,29347,1대당 1일평균
강원특별자치도 횡성군,2024-07,15,206,72,143,34696,6819,27877,1대당 1일평균
강원특별자치도 영월군,2024-07,17,191,57,168,32354,6101,26253,1대당 1일평균
강원특별자치도 평창군,2024-07,10,206,74,132,21004,5779,15224,1대당 1일평균
강원특별자치도 정선군,2024-07,17,251,90,162,33986,7356,26630,1대당 1일평균
강원특별자치도 철원군,2024-07,13,173,73,100,28361,6082,22280,1대당 1일평균
강원특별자치도 화천군,2024-07,14,198,80,117,29944,6596,23348,1대당 1일평균
강원특별자치도 양구군,2024-07,16,221,99,122,27289,7626,19663,1대당 1일평균
강원특별자치도 인제군,2024-07,13,224,93,131,29161,6382,22779,1대당 1일평균
강원특별자치도 고성군,2024-07,11,241,85,156,38034,7319,30715,1대당 1일평균
강원특별자치도 양양군,2024-07,15,258,120,137,37488,9118,28370,1대당 1일평균
충청북도 청주시,2024-07,19,182,95,88,32462,13052,19410,1대당 1일평균
충청북도 충주시,2024-07,20,166,71,95,32247,9296,22951,1대당 1일평균
충청북도 제천시,2024-07,21,163,67,97,28618,9139,19479,1대당 1일평균
충청북도 보은군,2024-07,6,161,48,113,23575,5234,18342,1대당 1일평균
충청북도 옥천군,2024-07,16,163,55,108,33820,6658,27162,1대당 1일평균
충청북도 영동군,2024-07,13,165,55,110,31367,5325,26042,1대당 1일평균
충청북도 증평군,2024-07,14,178,59,121,35085,7000,28084,1대당 1일평균
충청북도 진천군,2024-07,19,248,105,143,36233,10180,26053,1대당 1일평균
충청북도 괴산군,2024-07,8,196,77,118,22385,7813,14572,1대당 1일평균
충청북도 음성군,2024-07,19,256,106,150,41459,9681,31779,1대당 1일평균
충청북도 단양군,2024-07,11,175,57,130,29563,5624,23939,1대당 1일평균
충청남도 천안시,2024-07,23,205,115,92,36328,15458,20870,1대당 1일평균
충청남도 공주시,2024-07,15,190,68,122,37471,7568,29903,1대당 1일평균
충청남도 보령시,2024-07,19,183,81,130,38851,8818,30033,1대당 1일평균
충청남도 아산시,2024-07,19,205,105,99,35089,11820,23269,1대당 1일평균
충청남도 서산시,2024-07,25,219,99,131,44582,12120,32462,1대당 1일평균
충청남도 논산시,2024-07,16,172,73,99,35690,8036,27654,1대당 1일평균
