"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2023-04-15","경주시","3552688","1390364","434882","62975"
"2023-04-16","경주시","3317474","1361561","224739","64830"
"2023-04-17","경주시","2205250","644617","120161","28845"
"2023-04-18","경주시","1937810","502876","101183","11865"
"2023-04-19","경주시","2133639","543181","130998","16847"
"2023-04-20","경주시","2226744","595605","175029","15617"
"2023-04-21","경주시","2630198","762632","171717","31684"
"2023-04-22","경주시","3727843","1412928","400239","64624"
"2023-04-23","경주시","3171405","1268206","246986","70538"
"2023-04-24","경주시","2172896","542762","117965","22880"
"2023-04-25","경주시","1684020","419524","68163","11393"
"2023-04-26","경주시","2098577","498479","76473","14975"
"2023-04-27","경주시","2215633","563726","104699","16621"
"2023-04-28","경주시","2698397","738793","155623","36673"
"2023-04-29","경주시","3633105","1387660","418310","77502"
"2023-04-30","경주시","4188567","1897637","318864","101344"
"2023-05-01","경주시","3159203","1149423","221212","56666"
"2023-05-02","경주시","2188252","508812","113454","16018"
"2023-05-03","경주시","2256679","528165","112691","16138"
"2023-05-04","경주시","2655902","688210","207670","19689"
"2023-05-05","경주시","3564140","1441528","393601","67501"
"2023-05-06","경주시","3620234","1642910","338412","51393"
"2023-05-07","경주시","3218607","1292194","407959","37524"
"2023-05-08","경주시","2190533","557410","90188","12946"
"2023-05-09","경주시","2047768","443130","66135","7945"
"2023-05-10","경주시","2089150","491397","78189","6737"
"2023-05-11","경주시","2188984","544505","121407","11693"
"2023-05-12","경주시","2461026","713021","118935","17825"
"2023-05-13","경주시","3347963","1277994","226314","34465"
"2023-05-14","경주시","3238177","1264706","333686","39431"
"2023-05-15","경주시","2071869","530771","82023","12921"
"2023-05-16","경주시","2039852","456290","88548","11345"
"2023-05-17","경주시","2154052","511569","75320","7565"
"2023-05-18","경주시","1951817","467169","109781","7741"
"2023-05-19","경주시","2413037","701874","113285","13995"
"2023-05-20","경주시","3638436","1400625","344069","44519"
"2023-05-21","경주시","3215941","1323272","245593","44417"
"2023-05-22","경주시","2036647","560329","114962","9358"
