"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-11-17","영등포구","7638606","3142323","186611","35883"
"2022-11-18","영등포구","9316359","3567498","244766","98377"
"2022-11-19","영등포구","11356453","3848459","380171","152808"
"2022-11-20","영등포구","10062997","2780656","455006","83923"
"2022-11-21","영등포구","6836907","2711237","159943","34161"
"2022-11-22","영등포구","7119262","2909774","115487","24195"
"2022-11-23","영등포구","7319900","3026489","109461","41035"
"2022-11-24","영등포구","7408912","2931079","128513","37282"
"2022-11-25","영등포구","8932816","3525860","289962","48631"
"2022-11-26","영등포구","11414729","3749406","433367","104784"
"2022-11-27","영등포구","9436800","2812405","509293","91542"
"2022-11-28","영등포구","6664381","2482513","148034","51237"
"2022-11-29","영등포구","7755961","3009651","119027","24554"
"2022-11-30","영등포구","8868890","3077023","156132","66003"
"2022-12-01","영등포구","7992014","3289656","151119","84059"
"2022-12-02","영등포구","8792109","3422151","200200","48055"
"2022-12-03","영등포구","11402137","3844296","537625","96333"
"2022-12-04","영등포구","10249413","2877248","390435","80517"
"2022-12-05","영등포구","6320681","2429605","155973","22406"
"2022-12-06","영등포구","6981357","2850277","102007","37350"
"2022-12-07","영등포구","7426927","3061591","193892","38284"
"2022-12-08","영등포구","7715523","3127151","179057","55866"
"2022-12-09","영등포구","8926953","3871303","230651","41488"
"2022-12-10","영등포구","12159730","4504709","588648","89268"
"2022-12-11","영등포구","10162902","3061194","439603","70123"
"2022-12-12","영등포구","6900367","2703177","266602","22921"
"2022-12-13","영등포구","7589239","2917269","110712","47071"
"2022-12-14","영등포구","8404925","3087919","243193","100972"
"2022-12-15","영등포구","8281692","3267566","154207","65304"
"2022-12-16","영등포구","9660982","3798199","280768","54845"
"2022-12-17","영등포구","12752188","4456101","639020","123204"
"2022-12-18","영등포구","10805591","3160519","655248","83605"
"2022-12-19","영등포구","7885280","2854312","262786","44350"
"2022-12-20","영등포구","8611994","3257158","186561","43501"
"2022-12-21","영등포구","8055803","3379948","183070","42825"
"2022-12-22","영등포구","9197413","3453000","243145","42672"
"2022-12-23","영등포구","10491389","3832071","344344","52964"
"2022-12-24","영등포구","12977701","3976011","377060","107222"
"2022-12-25","영등포구","9367234","3194683","246077","98889"
"2022-12-26","영등포구","8155728","3075486","253727","59908"
"2022-12-27","영등포구","8063167","3517843","168815","63956"
"2022-12-28","영등포구","8647117","3640267","215550","64602"
"2022-12-29","영등포구","8639370","3704497","286703","62089"
"2022-12-30","영등포구","10390299","3910019","446722","87683"
"2022-12-31","영등포구","11148406","3194296","310381","82501"
"2023-01-01","영등포구","5111678","2332059","261241","107503"
"2023-01-02","영등포구","8697674","2573440","306049","59220"
"2023-01-03","영등포구","7506671","2806107","330124","53559"
"2023-01-04","영등포구","7844219","3019025","217304","65148"
"2023-01-05","영등포구","7550842","3100631","114156","56071"
"2023-01-06","영등포구","8499729","3509055","264225","80577"
"2023-01-07","영등포구","11639148","3747973","600825","255408"
"2023-01-08","영등포구","8979314","2677201","310819","232855"
"2023-01-09","영등포구","6916356","2693436","116273","92479"
"2023-01-10","영등포구","7211797","3050639","168301","80406"
"2023-01-11","영등포구","7348374","3163095","135471","88486"
"2023-01-12","영등포구","7432827","3356942","148604","99106"
"2023-01-13","영등포구","8513943","3536762","168539","56738"
"2023-01-14","영등포구","11516347","4042707","516617","183471"
"2023-01-15","영등포구","9668645","2596606","339394","135219"
"2023-01-16","영등포구","7166187","2760020","179908","88453"
"2023-01-17","영등포구","7343732","3149133","99939","93681"
"2023-01-18","영등포구","7809824","3398742","172484","80563"
"2023-01-19","영등포구","8763943","3364786","101764","65963"
"2023-01-20","영등포구","9568133","3296206","146517","88895"
"2023-01-21","영등포구","4995703","2042746","240851","152408"
"2023-01-22","영등포구","2832882","1386782","209615","136427"
"2023-01-23","영등포구","8960891","2292070","182773","244663"
"2023-01-24","영등포구","6994154","1823970","170466","93174"
"2023-01-25","영등포구","6332389","2478539","275387","69486"
"2023-01-26","영등포구","6488978","3007499","135081","92264"
"2023-01-27","영등포구","8283724","3511757","167100","133327"
"2023-01-28","영등포구","10560242","3614636","378092","254494"
"2023-01-29","영등포구","8823949","2595348","314319","192365"
"2023-01-30","영등포구","7146252","2901663","247447","77349"
"2023-01-31","영등포구","7991977","3115104","183329","63595"
"2023-02-01","영등포구","6957712","3123752","216230","50475"
"2023-02-02","영등포구","6921767","3073535","135131","70348"
"2023-02-03","영등포구","8130200","3522391","162311","58037"
"2023-02-04","영등포구","11324476","3911942","488754","114300"
"2023-02-05","영등포구","9779673","2756348","466952","106689"
"2023-02-06","영등포구","6810026","2570723","226923","50659"
"2023-02-07","영등포구","7582341","2873619","449419","62835"
"2023-02-08","영등포구","6870078","2996646","189254","71504"
"2023-02-09","영등포구","6854601","3090166","178416","77536"
"2023-02-10","영등포구","8849948","3664200","216541","67727"
"2023-02-11","영등포구","11534457","3930209","698480","128008"
