"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2023-04-17","중구","5199615","989207","176584","27221"
"2023-04-18","중구","4771121","954461","104352","22916"
"2023-04-19","중구","5748179","1131772","100304","14459"
"2023-04-20","중구","5175957","1097192","124819","10718"
"2023-04-21","중구","5803748","1270633","177714","22328"
"2023-04-22","중구","6931290","2303915","305199","99295"
"2023-04-23","중구","6143283","1957307","214906","84037"
"2023-04-24","중구","5211939","1027505","147195","93447"
"2023-04-25","중구","4693550","960420","100186","10426"
"2023-04-26","중구","5229920","1106273","93340","9906"
"2023-04-27","중구","6061929","1194666","122275","12886"
"2023-04-28","중구","6366322","1456877","160471","27446"
"2023-04-29","중구","6571685","2171611","228240","51081"
"2023-04-30","중구","7110652","2537621","268486","111090"
"2023-05-01","중구","6100102","1906953","237383","66485"
"2023-05-02","중구","5140674","970554","92856","116262"
"2023-05-03","중구","5266444","1061742","111931","16638"
"2023-05-04","중구","6255933","1262854","268405","23654"
"2023-05-05","중구","6536308","1972017","443695","65888"
"2023-05-06","중구","5828618","2009194","421779","63151"
"2023-05-07","중구","6215653","1986118","278671","78913"
"2023-05-08","중구","5518309","1076156","188264","48183"
"2023-05-09","중구","5104461","982707","89917","58315"
"2023-05-10","중구","5553781","1065347","108131","12143"
"2023-05-11","중구","5601375","1136281","128630","27884"
"2023-05-12","중구","5896846","1246581","188157","38855"
"2023-05-13","중구","6788188","2286127","310643","92869"
"2023-05-14","중구","6373138","2095262","271733","86875"
"2023-05-15","중구","5541039","1046559","136009","16447"
"2023-05-16","중구","5174526","1020519","173435","23260"
"2023-05-17","중구","5531547","1132298","135371","88602"
"2023-05-18","중구","5473462","1102522","138184","11250"
"2023-05-19","중구","5964499","1351930","205688","26715"
"2023-05-20","중구","6957417","2320007","292344","96217"
"2023-05-21","중구","6185339","1912234","255654","67419"
"2023-05-22","중구","5391717","1036802","169530","11677"
"2023-05-23","중구","4988315","1031568","94965","12001"
"2023-05-24","중구","5370305","1068866","99366","30921"
"2023-05-25","중구","6021051","1160014","126554","31620"
"2023-05-26","중구","6608908","1426944","198623","16616"
"2023-05-27","중구","6946560","2411013","326007","36455"
"2023-05-28","중구","5823133","2117312","377008","56253"
"2023-05-29","중구","6548357","1969256","409977","82348"
"2023-05-30","중구","5164549","1044718","126324","14064"
"2023-05-31","중구","5425399","1124243","125246","19778"
"2023-06-01","중구","6284216","1148377","127567","92464"
"2023-06-02","중구","6598146","1310589","211592","24843"
"2023-06-03","중구","8225069","2533561","308060","112213"
"2023-06-04","중구","7125335","2382997","379027","127857"
"2023-06-05","중구","6502335","1662519","333740","102511"
"2023-06-06","중구","6899959","2349933","319484","120396"
"2023-06-07","중구","5219771","989096","123683","23690"
"2023-06-08","중구","5117302","1053157","120160","23142"
"2023-06-09","중구","5751432","1253786","295697","23597"
"2023-06-10","중구","6800114","2140644","290985","59279"
"2023-06-11","중구","5971400","1968207","214893","63487"
"2023-06-12","중구","5619155","1032296","136199","14735"
"2023-06-13","중구","5278757","1040921","147754","13102"
"2023-06-14","중구","5442919","1145475","119176","14428"
