"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2023-01-27","종로구","5957415","4043426","157711","190508"
"2023-01-28","종로구","6775820","4671052","268528","108651"
"2023-01-29","종로구","5182733","3348803","397181","64508"
"2023-01-30","종로구","5208029","3066039","195875","342331"
"2023-01-31","종로구","5593111","3589934","123695","184919"
"2023-02-01","종로구","5657370","3463564","171615","352721"
"2023-02-02","종로구","5376482","3505145","142024","139620"
"2023-02-03","종로구","6116824","4068168","129281","174171"
"2023-02-04","종로구","7277461","5108776","298369","116847"
"2023-02-05","종로구","5101044","3446553","187221","68692"
"2023-02-06","종로구","4936355","2977533","186103","185671"
"2023-02-07","종로구","5363881","3336131","177075","280600"
"2023-02-08","종로구","5632560","3539413","139611","247179"
"2023-02-09","종로구","5401417","3688344","151697","74306"
"2023-02-10","종로구","6396225","4213680","174463","223837"
"2023-02-11","종로구","7511760","5433559","200078","97964"
"2023-02-12","종로구","5554155","3722258","353715","70672"
"2023-02-13","종로구","5146950","3110358","207447","223185"
"2023-02-14","종로구","5771936","3747720","189647","130794"
"2023-02-15","종로구","5704154","3769665","157459","137597"
"2023-02-16","종로구","5810051","3831783","180341","114717"
"2023-02-17","종로구","6656977","4548016","183966","136219"
"2023-02-18","종로구","7508520","5259638","380859","104403"
"2023-02-19","종로구","5481294","3606263","298588","62395"
"2023-02-20","종로구","5191077","3094861","176803","198548"
"2023-02-21","종로구","5660833","3610372","189182","137318"
"2023-02-22","종로구","5882916","3921329","128624","153616"
"2023-02-23","종로구","6152405","4012623","298842","138970"
"2023-02-24","종로구","6996394","4770737","225851","120407"
"2023-02-25","종로구","7835365","5640193","310705","75852"
"2023-02-26","종로구","5903475","3826306","307121","75205"
"2023-02-27","종로구","5802151","3460939","212230","223665"
"2023-02-28","종로구","6949695","4400979","180734","282578"
"2023-03-01","종로구","6767256","4402904","351853","165933"
"2023-03-02","종로구","5866977","3231146","149336","320456"
"2023-03-03","종로구","6231804","3957571","159359","278056"
"2023-03-04","종로구","7755308","5047815","239604","114427"
"2023-03-05","종로구","5320245","3304067","235483","52673"
"2023-03-06","종로구","5141880","2927841","127746","262537"
"2023-03-07","종로구","5561769","3235861","204910","140195"
"2023-03-08","종로구","5747982","3389586","120881","225401"
"2023-03-09","종로구","5316842","3432907","121501","170750"
"2023-03-10","종로구","6491908","4242855","125450","193087"
"2023-03-11","종로구","8108680","5401729","533115","89352"
"2023-03-12","종로구","4774245","2990448","298258","60518"
"2023-03-13","종로구","5414654","3028615","153314","225829"
"2023-03-14","종로구","5432345","3536653","168309","161339"
"2023-03-15","종로구","5386998","3551823","111774","140660"
"2023-03-16","종로구","5551885","3628159","191672","181697"
"2023-03-17","종로구","6682001","4323404","199450","113268"
"2023-03-18","종로구","7980004","5781332","281070","108250"
"2023-03-19","종로구","5675596","3678648","418166","54242"
"2023-03-20","종로구","5069344","3009648","259605","196642"
"2023-03-21","종로구","5259613","3496375","117335","229434"
"2023-03-22","종로구","5688132","3624226","239695","247518"
"2023-03-23","종로구","5704949","3828554","163145","172157"
"2023-03-24","종로구","6938825","4666486","155747","166836"
"2023-03-25","종로구","8389261","5974191","419221","96513"
"2023-03-26","종로구","5780490","4014179","188944","73658"
"2023-03-27","종로구","5056352","3141893","204775","205947"
"2023-03-28","종로구","5416941","3549518","137551","237221"
"2023-03-29","종로구","6044942","3900427","297424","181928"
"2023-03-30","종로구","6091627","3979445","99125","73920"
"2023-03-31","종로구","6960337","4740804","251844","188241"
"2023-04-01","종로구","7817207","5567976","319190","120423"
"2023-04-02","종로구","5588180","3791180","137568","107034"
"2023-04-03","종로구","5114851","3054976","91684","227667"
"2023-04-04","종로구","5342046","3214849","173967","222970"
"2023-04-05","종로구","4908955","3030541","177885","278438"
"2023-04-06","종로구","5327312","3441743","86662","238097"
"2023-04-07","종로구","6505836","4326089","133574","271729"
"2023-04-08","종로구","7297908","5257727","212773","94718"
"2023-04-09","종로구","5344899","3607439","169300","70799"
"2023-04-10","종로구","4943576","3006509","175267","182541"
"2023-04-11","종로구","4813745","3045243","137070","148536"
"2023-04-12","종로구","5754595","3630050","84531","389487"
"2023-04-13","종로구","5810571","3745983","125463","108932"
"2023-04-14","종로구","6486559","4423047","95665","181762"
"2023-04-15","종로구","6984134","4961281","200199","85815"
"2023-04-16","종로구","5081083","3377724","139385","72360"
"2023-04-17","종로구","5080639","3098298","123509","187384"
"2023-04-18","종로구","4928831","3170161","93004","126274"
"2023-04-19","종로구","5608718","3783543","147166","119178"
"2023-04-20","종로구","5727567","3711544","177429","232924"
"2023-04-21","종로구","6774168","4490820","209704","108774"
"2023-04-22","종로구","7403376","5266919","258469","93901"
"2023-04-23","종로구","5081132","3523977","197799","63170"
"2023-04-24","종로구","4874243","3028500","165780","144584"
"2023-04-25","종로구","5672073","3287489","150500","202694"
"2023-04-26","종로구","5827532","3828189","172801","276285"
"2023-04-27","종로구","6170920","4017410","202536","227725"
"2023-04-28","종로구","7020843","4861501","155805","168085"
"2023-04-29","종로구","6779587","4663847","409728","103393"
"2023-04-30","종로구","6497429","4509235","251027","106007"
"2023-05-01","종로구","5541339","3709812","142847","100431"
"2023-05-02","종로구","5547004","3460242","116890","218620"
"2023-05-03","종로구","5781160","3805427","167354","225587"
"2023-05-04","종로구","6552265","4128964","180110","245934"
"2023-05-05","종로구","5536450","3572722","254494","91637"
"2023-05-06","종로구","5875332","3993884","343004","105852"
"2023-05-07","종로구","5511760","3702419","273153","77035"
"2023-05-08","종로구","5171375","2951900","144347","390474"
"2023-05-09","종로구","5357828","3360513","86255","174836"
"2023-05-10","종로구","5477086","3715496","84526","198499"
"2023-05-11","종로구","5745631","3803145","159417","203968"
"2023-05-12","종로구","6924966","4616068","99692","336719"
"2023-05-13","종로구","7639268","5613021","195934","87239"
"2023-05-14","종로구","5588961","3908256","160672","81419"
"2023-05-15","종로구","5563176","3317864","185844","280738"
"2023-05-16","종로구","5474495","3447665","117064","240736"
"2023-05-17","종로구","5834856","3759871","175497","356010"
"2023-05-18","종로구","5517423","3740904","94907","154213"
"2023-05-19","종로구","7187037","4805538","275345","108898"
"2023-05-20","종로구","7981266","5853152","276372","74959"
"2023-05-21","종로구","5415978","3831891","185715","66200"
